affiliation,num_papers,num_authors,is_chinese_affiliation
Zhejiang University; Zhejiang Lab,1,1,True
Zhejiang University; Zhejiang University - Ant Group Joint Lab of Knowledge Graph,1,2,True
"Zhejiang University; Zhejiang University - Ant Group Joint Laboratory of Knowledge Graph; Hangzhou, China",1,3,True
Zhejiang University; Zhejiang University of Technology; Ant Group,1,1,True
Zhejiang University; Zhongguancun Academy,1,1,True
"Zhejiang Wanli University, Ningbo, China",1,1,True
Zhengzhou University,1,1,False
Zhengzhou University; Huazhong University of Science and Technology,1,1,True
ZhiCheng AI,1,4,False
"Zhili College, Tsinghua University, Beijing, China",1,1,True
"Zhipu.AI, Beijing, China",1,1,True
Zhipu.AI; Tsinghua University,1,7,True
"Zhiyuan College & SAI, Shanghai Jiao Tong University, Shanghai, China",1,1,True
"Zhongguancun Academy, Beijing, China; Eastern Institute of Technology, Ningbo",1,1,True
"Zhongguancun Academy, Beijing, China; Nankai University",1,1,True
"Zhongguancun Academy, Beijing, China; University of Chinese Academy of Sciences",1,1,True
Zhongguancun Academy; Beihang University,1,2,True
Zhongguancun Academy; East China Normal University,1,1,True
Zhongguancun Academy; Harbin Institute of Technology,1,2,True
"hi-lab, Xiaohongshu Inc",1,3,False
"iComAI Lab, Hong Kong University of Science and Technology",1,2,False
"iComAI Lab, Hong Kong University of Science and Technology; SenseTime Research",1,1,True
vivo,1,1,True
"vivo AI Lab, ShenZhen, China",1,2,True
"vivo AI Lab, Shenzhen, 518000, China",1,3,True
vivo AI Lab; CUHK MMLab,1,1,True
vivo Mobile Communication Co.,1,1,True
"vivo Mobile Communication Co., Ltd., China",1,2,True
"vivo Mobile Communication Co., Ltd., Hangzhou 310030, P.R. China",1,4,True
work performed while at Google DeepMind,1,7,False
wuwen-ai,1,4,False
x.AI,1,1,False
"xML Lab, National University of Singapore",1,3,False
École Normale Supérieure (ENS) – Université Paris Sciences et Lettres (PSL) & Laboratoire LATTICE; International School for Advanced Studies (SISSA),1,1,False
"École Normale Supérieure de Lyon, Unité de Mathématiques Pures et Appliquées",1,1,False
"École Normale Supérieure de Lyon, Unité de Mathématiques Pures et Appliquées, and Institut Universitaire de France",1,1,False
École Polytechnique,1,1,False
"École Polytechnique Fédérale de Lausanne (EPFL), Lausanne",1,4,False
"École Polytechnique Fédérale de Lausanne (EPFL), Switzerland",1,2,False
"École Polytechnique, IP Paris",1,1,False
"École de Technologie Supérieure, Montreal, Canada",1,1,False
"Φ-lab, European Space Agency, Frascati, Italy",1,1,False
"vivo AI Lab, Hangzhou, China",1,3,True
"valeo.ai, Paris.",1,4,False
"iFLYTEK Co., Ltd.",1,1,False
"valeo.ai, France",1,1,False
iFlyTek Reasearch and Development Group,1,5,False
lossfunk,1,4,False
m-a-p.ai; University of Manchester; University of Sheffield,1,2,False
mem0,1,5,False
"onepoint, France; Institut Polytechnique de Paris",1,1,False
"onepoint, France; Université de Paris, LLF, CNRS, France",1,1,False
organizing contributors,1,4,False
organizing contributors; baseline implementors,1,2,False
organizing contributors; dataset contributors,1,1,False
organizing contributors; dataset contributors; baseline implementors,1,3,False
pixiv Inc.,1,1,False
"rednote hilab, China",1,2,True
sh AILab; SII,1,1,False
steering committee,1,5,False
synthlabs.ai,1,1,False
synthlabs.ai; EleutherAI; Brown University,1,1,False
tensoic.com,1,1,False
the University of Hong Kong,1,1,False
tinycompany.in,1,2,False
"Zhejiang University; ZJU-Ant Group Joint Research Center for Knowledge Graphs; Hangzhou, China",1,5,True
Zhejiang University; Westlake University; Shanghai AI Laboratory,1,2,True
ZGCA; HIT,1,2,False
Zhejiang University & ByteDance,1,3,True
ZheJiang University,1,4,True
"ZheJiang University; WeChat Vision, Tencent Inc",1,1,True
Zhejiang Gongshang University,1,1,True
Zhejiang Lab/Zhejiang University,1,1,True
"Zhejiang Lab; State Key Lab of CAD&CG, Zhejiang University",1,1,True
Zhejiang Lab; Zhejiang University,1,1,True
Zhejiang Normal University,1,1,True
Zhejiang Sci-Tech University; Royal College of Art,1,1,True
Zhejiang University & Alibaba Group,1,4,True
"Zhejiang University (ZJU), Hangzhou 310058, China",1,1,True
Zhejiang University; Westlake University; Microsoft Research Asia,1,1,True
Zhejiang University of Science and Technology,1,1,True
"Zhejiang University of Technology; AGI Lab, Westlake University",1,1,True
"Zhejiang University of Technology; SGIT AI Lab, State Grid Corporation of China",1,1,True
"Zhejiang University, ByteDance",1,2,True
"Zhejiang University, China and Shanghai AI Laboratory, China",1,1,True
"Zhejiang University, China; Ant Group, China",1,1,True
"Zhejiang University, China; Ant Group.",1,1,True
"Zhejiang University, China; GigaAI",1,1,True
"Zhejiang University, China; MiLAB, Westlake University, China",1,2,True
"Zeta Alpha, Amsterdam, The Netherlands",1,2,False
Zero Gravity Labs,1,3,False
Zenseact; Lund University,1,1,False
Zenseact; Linköping University,1,1,False
ZGCA; HUST,1,1,False
"ZIP Lab, Monash University",1,1,False
"ZIP Lab, Monash University, Australia",1,1,False
"ZJU-Ant Group Joint Research Center for Knowledge Graphs; Ant Group; Hangzhou, China",1,7,True
ZJU-UIUC,1,1,False
"ZJU-UIUC Institute, China",1,1,True
ZJU; Hangzhou RongNao Tech,1,3,True
ZJU; NUS,1,1,False
"ZJU–Hangzhou Global Scientific and Technological Innovation Center, Zhejiang University",1,1,True
"ZJU–Hangzhou Global Scientific and Technological Innovation Center, Zhejiang University; College of Computer Science and Technology, Zhejiang University",1,2,True
"ZJU–UIUC Institute, Zhejiang University; ZJU–Hangzhou Global Scientific and Technological Innovation Center, Zhejiang University",1,2,True
ZMO AI,1,1,False
ZOZO Research,1,1,False
ZYT,1,3,False
ZZU; HUST,1,1,False
Zedge,1,1,False
Zenity,1,1,False
Zenseact,1,2,False
Zenseact; Chalmers University of Technology,1,4,False
"Zhejiang University, China; Westlake University, China; Beijing Innovation Center of Humanoid Robotics, China",1,1,True
"Zhejiang University, China; Zhejiang University of Technology, China",1,1,True
"Zhejiang University, Hangzhou 310000, China",1,3,True
Zhejiang University; Li Auto Inc.,1,1,True
Zhejiang University; Meituan Group,1,1,True
"Zhejiang University; National University of Singapore, NUS-NCS Joint Lab, Singapore",1,1,True
Zhejiang University; OpenHelix Team,1,1,True
Zhejiang University; OpenHelix Team; Fudan University,1,1,True
"Zhejiang University; Platform and Content Group, Tencent",1,1,True
"Zhejiang University; Qwen Team, Alibaba Group",1,1,True
Zhejiang University; SIAS-ZJU,1,1,True
"Zhejiang University; School of Engineering, Westlake University; Shanghai Innovation Institute",1,1,True
"Zhejiang University; Shanghai Innovation Institute; Westlake University; AWorld Team, Inclusion AI",1,1,True
"Zhejiang University; State Key Lab of CAD & CG, Zhejiang University; Shenzhen Loop Area Institute",1,1,True
"Zhejiang University; State Key Laboratory of Ocean Sensing, Zhejiang University",1,11,True
Zhejiang University; Tencent,1,1,True
Zhejiang University; Tencent AI Lab,1,1,True
Zhejiang University; Tencent YouTu Lab,1,2,True
Zhejiang University; Tencent Youtu Lab,1,1,True
Zhejiang University; Tianjin University,1,1,True
Zhejiang University; University College London,1,1,True
Zhejiang University; University of Utah,1,1,True
"Zhejiang University; WeChat Vision, Tencent Inc.",1,1,True
Zhejiang University; Meituan,1,1,True
Zhejiang University; Li Auto,1,1,True
"Zhejiang University, Hangzhou, China; AI Lab, Research Center for Industries of the Future, Westlake University, China",1,2,True
"Zhejiang University; Intelligent Creation, ByteDance",1,1,True
"Zhejiang University, Hangzhou, China; AI Lab, Research Center for Industries of the Future, Westlake University, China; BioMap Research, Beijing, China",1,1,True
"Zhejiang University, Hangzhou, China; Alibaba Group, Hangzhou, China",1,1,True
"Zhejiang University, Hangzhou, Zhejiang, China",1,4,True
"Zhejiang University, Hangzhou, Zhejiang, China; Shanghai Innovation Institute, Shanghai, China",1,1,True
"Zhejiang University, Key Lab of CS&AUS of Zhejiang Province",1,4,True
"Zhejiang University, National University of Singapore, University of California, Los Angeles, Ant Group, Alibaba Group",1,22,True
"Zhejiang University, Shanghai AI Lab, Hangzhou, Zhejiang, China",1,2,True
"Zhejiang University, Zhejiang 310027, China",1,1,True
"Zhejiang University, Zhejiang Province, China",1,1,True
"Zhejiang University, Zhejiang University - Ant Group Joint Laboratory of Knowledge Graph, Hangzhou, China",1,7,True
"Zhejiang University; AWorld Team, Inclusion AI",1,1,True
Zhejiang University; Beijing Academy of Artificial Intelligence,1,1,True
Zhejiang University; Central South University,1,1,True
Zhejiang University; Cornell University,1,1,True
"Zhejiang University; DAMO Academy, Alibaba Group; Hupan Lab",1,1,True
"Zhejiang University; DAMO Academy, Alibaba Group; National University of Singapore",1,1,True
Zhejiang University; GenTel.io,1,4,True
Zhejiang University; GigaAI,1,1,True
Zhejiang University; InfiX.ai,1,1,True
"Wenjing Future Lab (Beijing) Technology Co., Ltd.",1,1,True
"Wells Fargo, New York, NY, USA",1,1,False
"Weizmann Institute of Science, Israel.",1,1,False
University of Western Ontario,1,2,False
University of Waterloo; Multimodal Art Projection Research Community; Vector Institute,1,2,False
University of Waterloo; Stardust.AI,1,1,False
University of Waterloo; Tsinghua Univerisity,1,1,True
University of Waterloo; Tsinghua University,1,1,True
University of Waterloo; University of Massachusetts Amherst,1,1,False
University of Waterloo; University of Science and Technology of China,1,1,True
University of Waterloo; University of Toronto,1,1,False
University of West Attica,1,1,False
"University of Western Australia, Australia",1,1,False
"University of Westminster, London, London, GB",1,1,False
University of Washington; Huazhong University of Science and Technology,1,1,True
University of Wisconsin Madison,1,1,False
"University of Wisconsin-Madison, United States and Stanford University, United States",1,1,False
University of Wisconsin-Madison; Adobe Research,1,1,False
"University of Wisconsin-Madison; Advanced Micro Devices, Inc.; United States",1,2,False
University of Wisconsin-Madison; Microsoft Research,1,1,False
University of Wisconsin-Madison; NVIDIA,1,1,False
University of Wisconsin-Madison; The University of Hong Kong,1,1,False
University of Wisconsin-Madison; Vector Institute,1,1,False
"University of Wisconsin–Madison, USA",1,3,False
University of Waterloo; Microsoft Research,1,1,False
University of Waterloo; Medical AI Research Center (MedARC),1,1,False
"University of Waterloo; M-A-P, 601.ai",1,1,False
"University of Waterloo; Kling Team, Kuaishou Technology",1,1,False
University of Washington; Meta,1,3,False
University of Washington; Meta FAIR,1,2,False
University of Washington; NVIDIA; University of Southern California,1,1,False
University of Washington; National University of Singapore,1,1,False
University of Washington; New York University,1,1,False
University of Washington; Pika Labs,1,1,False
University of Washington; Salesforce Research; Stanford University,1,1,False
University of Washington; SambaNova,1,1,False
University of Washington; Seattle Children’s Hospital,1,1,False
University of Washington; Shanghai Jiao Tong University,1,1,True
University of Washington; Stanford,1,1,False
University of Washington; Stanford University,1,1,False
University of Washington; UC Berkeley,1,1,False
University of Washington; USC,1,1,False
University of Washington; Zhejiang University,1,1,True
"University of Waterloo, Wuhan AI Research, 01.AI",1,1,True
University of Waterloo; 301.AI,1,1,False
"University of Waterloo; GenAI, Meta",1,1,False
University of Waterloo; Hong Kong University of Science and Technology,1,1,False
University of Wisconsin–Madison; Adobe Research,1,1,False
University of Wisconsin–Madison; Johns Hopkins University,1,1,False
University of Wisconsin—Madison,1,1,False
Universität der Bundeswehr Munich,1,3,False
Université Grenoble Alpes & CNRS,1,1,False
"Université Laval, Canada",1,1,False
Université Laval; Adobe,1,1,False
Université Laval; Concordia University; Mila-Quebec AI Institute,1,1,False
"Université Lumière Lyon 2, Université Claude Bernard Lyon 1, ERIC, 69007, Lyon, France",1,3,False
"Université Paris-Saclay, CNRS, CentraleSupelec, Laboratoire des signaux et systemes, Gif-Sur-Yvette, France",1,2,False
"Université Paris-Saclay, CNRS, ENS Paris-Saclay, Centre Borelli, France; onepoint, France",1,1,False
"Université Paris-Saclay, CNRS, ENS Paris-Saclay, LMF, 91190, Gif-sur-Yvette, France",1,1,False
"Université Paris-Saclay, CNRS, ENS Paris-Saclay, LMF, 91190, Gif-sur-Yvette, France; Université Paris-Saclay, CNRS, LISN, 91400, Orsay, France",1,1,False
"Université Paris-Saclay, CNRS, LISN, Orsay, France",1,1,False
"Université Paris-Saclay, CentraleSupélec, Inria, France",1,5,False
"Université Paris-Saclay, Université Paris Cité, CEA, CNRS, AIM; Flatiron Institute",1,1,False
"Université Polytechnique Hauts-de-France, Université de Lille, CNRS, 59313 Valenciennes, France",1,1,False
"Université de Montréal and Mila, CIFAR Fellow",1,1,False
"Université de Montréal, Canada",1,1,False
"Université de Montréal, Mila; Canada CIFAR AI Chair",1,1,False
"Université de Montréal, Montreal, Canada; Mila, Quebec AI Institute, Montreal, Canada",1,1,False
"Université de Montréal, Montréal, Québec, Canada",1,5,False
Université de Montréal; LawZero,1,1,False
"Université Bretagne Sud, IRISA, Vannes, France",1,1,False
"Universität Ulm, Germany",1,2,False
University of Wisconsin—Madison; Work done during an internship at Apple,1,1,False
Universität Hamburg,1,2,False
University of Wrocław,1,1,False
"University of Würzburg, Germany",1,1,False
University of York,1,1,False
University of Zagreb,1,1,False
University of Zagreb & Radboud University,1,1,False
"University of Zurich, Switzerland",1,1,False
"University of Zurich, Zurich, Switzerland",1,5,False
University of Zürich,1,1,False
"University of the Peloponnese, Department of Informatics and Telecommunications, Greece",1,1,False
"University of the Peloponnese, Department of Informatics and Telecommunications, Tripoli, 22131, Greece",1,2,False
"University of the Peloponnese, Tripoli 22131, Greece",1,1,False
University of the People,1,1,False
University of the Philippines,1,1,False
University of the Punjab,1,1,False
University of the West of England,1,1,False
"Università degli Studi di Siena, Italy",1,1,False
"Università degli Studi di Siena, Italy; expert.ai, Siena, Italy",1,1,False
"Università della Svizzera Italiana, Switzerland",1,2,False
"Università della Svizzera italiana, Lugano, Switzerland",1,3,False
"University of Washington; Kotoba Technologies, Inc.",1,1,False
University of Washington; Google DeepMind,1,1,False
Université de Montréal; Mila - Quebec AI Institute; Canada CIFAR AI Chair,1,2,False
University of Toronto; Simon Fraser University,1,1,False
"University of Toronto, Toronto, ON, Canada",1,1,False
"University of Toronto, Vector Institute",1,1,False
"University of Toronto, Vector Institute and OpenAI (independent contractor)",1,1,False
University of Toronto; Adobe Research,1,1,False
University of Toronto; Google DeepMind,1,1,False
"University of Toronto; KITE Research Institute, UHN",1,1,False
University of Toronto; Ontario Tech University,1,1,False
University of Toronto; SFU; Google DeepMind,1,1,False
University of Toronto; Schwartz Reisman Institute for Technology and Society; Vector Institute; OpenAI,1,1,False
University of Toronto; Simon Fraser University; Google DeepMind,1,1,False
University of Washington; Georgia Tech,1,1,False
University of Toronto; Snap Inc.,1,1,False
University of Toronto; Vector Institute for Artificial Intelligence,1,1,False
University of Toronto; Vector Institute for Artificial Intelligence; KITE Research Institute,1,2,False
University of Toronto; Vector Institute; Google DeepMind,1,1,False
"University of Toronto; Vector Institute; KITE Research Institute, UHN",1,2,False
University of Toronto; Vector Institute; NVIDIA,1,2,False
University of Toronto; Vector Institute; University Health Network,1,2,False
"University of Trento, Italy; Fondazione Bruno Kessler, Italy",1,1,False
"University of Trento, Trento, Italy; Ipazia S.p.A., Milan, Italy",1,1,False
"University of Toronto, Toronto, ON M5S 1A1, Canada",1,1,False
"University of Toronto, Toronto, Canada and Adobe, Toronto, Canada",1,1,False
"University of Toronto, Qualcomm AI Research",1,1,False
"University of Toronto, Ontario, Canada",1,1,False
"University of Texas at Austin, Austin, TX, 78712, USA",1,2,False
University of Texas at Austin; InterDigital,1,1,False
University of Texas at Austin; Meta,1,1,False
University of Texas at Austin; Microsoft,1,1,False
University of Texas at Austin; Nvidia Research,1,1,False
"University of Texas at Dallas, Dallas, Texas, USA",1,4,False
"University of Texas at Dallas, USA",1,1,False
"University of Texas at Dallas; Tencent AI Lab, Seattle",1,1,True
"University of Texas at San Antonio, San Antonio, TX",1,1,False
"University of Texas, Austin, USA",1,1,False
"University of Thessaly, Volos, Greece",1,2,False
"University of Tokyo, Tokyo, Japan",1,2,False
University of Tokyo; RIKEN AIP,1,1,False
University of Toronto (UofT); UofT Robotics Institute,1,1,False
University of Toronto (UofT); UofT Robotics Institute; Vector Institute,1,4,False
"University of Toronto Institute for Aerospace Studies and the University of Toronto Robotics Institute, Toronto, Canada",1,1,False
"University of Toronto, Canada; Knovel Engineering Lab, Singapore",1,1,False
"University of Toronto, Canada; Vector Institute, Canada; KITE Research Institute, University Health Network, Canada",1,4,False
"University of Toronto, NVIDIA",1,2,False
"University of Trento; University of Pisa; INSAIT, Sofia University ""St. Kliment Ohridski""",1,1,False
"University of Tubingen, Tubingen AI Center; Helmholtz Munich; Technical University of Munich, Munich Center for Machine Learning, MDSI",1,1,False
"University of Tubingen, Tubingen AI Center; Konrad Zuse School of Excellence in Learning and Intelligent Systems (ELIZA)",1,1,False
University of Vienna,1,1,False
University of Virginia; Meta Reality Labs,1,1,False
University of Virginia; Tencent AI Lab Seattle,1,1,True
University of Warsaw; Google DeepMind,1,1,False
University of Warsaw; Syntro,1,1,False
"University of Warwick, Coventry, UK",1,1,False
"University of Warwick, Department of Statistics",1,1,False
"University of Washington, Seattle, WA 98195, USA",1,2,False
"University of Washington, Seattle, WA, USA; NVIDIA, CA, USA",1,1,False
"University of Washington, Seattle; Allen Institute for AI",1,2,False
"University of Washington, Seattle; Allen Institute of AI",1,1,False
"University of Washington, USA and Google DeepMind, USA",1,2,False
"University of Washington; Allen Institute for AI, Seattle, USA",1,1,False
University of Washington; Allen Institute for AI; LAION,1,1,False
University of Washington; Allen Institute for AI; University of North Carolina at Chapel Hill,1,1,False
University of Washington; Allen Institute for Artificial Intelligence; LAION,1,1,False
University of Washington; Apple,1,2,False
University of Washington; Convergence Analysis,1,1,False
University of Washington; Cornell University,1,1,False
University of Washington; DeepReinforce Team,1,1,False
"University of Virginia, Charlottesville, VA",1,5,False
University of Verona,1,4,False
"University of Tubingen, Tubingen AI Center; Max Planck Institute for Informatics",1,1,False
University of Ulsan College of Medicine,1,1,False
University of Tubingen; Tubingen AI Center,1,3,False
"University of Tuebingen, Germany",1,3,False
University of Tulsa,1,2,False
University of Turin,1,3,False
University of Turku,1,1,False
University of Tübingen & Max-Planck Institute for Intelligent Systems,1,1,False
"University of Tübingen and Tübingen AI Center, Tübingen, Germany",1,3,False
"University of Tübingen, Germany; German Center for Mental Health (DZPG), partner site, Jena & Tübingen, Germany",1,2,False
"University of Tübingen, Tübingen AI Center, Google Research, Germany",1,1,False
"University of Tübingen, Tübingen AI Center, MPI for Informatics, SIC, Germany",1,2,False
"University of Tübingen, Tübingen AI Center; currently affiliated with NVIDIA Research",1,1,False
"University of Tübingen, Tübingen, Germany",1,2,False
University of Tübingen; Bosch Center for Artificial Intelligence,1,1,False
University of Tübingen; Helmholtz Munich; MCML,1,1,False
University of Tübingen; Robert Bosch GmbH,1,1,False
"University of Tübingen; Tübingen AI Center; Max-Planck-Institute for Intelligent Systems, Tübingen",1,2,False
University of Tübingen; University of Cambridge,1,1,False
University of Tübingen; Work done at Meta,1,1,False
University of Tübingen; Zuse School ELIZA; MPI-IS Tübingen,1,1,False
Université de Montréal; Mila - Quebec AI Institute,1,5,False
Université de Montréal; Mila - Quebec AI Institute; Current AT affiliation: Duke University,1,1,False
"Weizmann Institute of Science, Israel",1,3,False
Vivo,1,1,True
"Visual Geometry Group, University of Oxford, 25 Banbury Rd, Oxford, Oxfordshire, UK, OX2 6NN",1,2,False
"Visual Geometry Group, University of Oxford, UK; Cambridge Applied Machine Learning Lab, University of Cambridge, UK",1,1,False
"Visual Geometry Group, University of Oxford; CMIC, Shanghai Jiao Tong University; Shanghai AI Lab",1,1,True
"Visual Geometry Group, University of Oxford; Google DeepMind, London",1,1,False
"Visual Geometry Group, University of Oxford; Google, Zurich",1,1,False
"Visual Media Lab, KAIST",1,4,False
"Visual Recognition Group, Faculty of Electrical Engineering, Czech Technical University in Prague",1,1,False
"Viterbi School of Engineering, University of Southern California, US",1,3,False
Vivix AI,1,2,False
Vivo AI Lab,1,5,True
Virginia Polytechnic Institute and State University,1,1,False
Vody,1,1,False
Votee AI,1,2,False
"Voyager Research, Didi Chuxing",1,1,True
"Vrije Universiteit Amsterdam, Amsterdam, NL",1,1,False
"Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",1,1,False
"Vrije Universiteit Amsterdam, The Netherlands",1,1,False
Vrije Universiteit Brussel,1,3,False
Vrije Universiteit Brussel; City of Amsterdam,1,1,False
WHU; Shanghai AI Laboratory,1,1,True
"Visual Geometry Group, Department of Engineering Science, University of Oxford",1,4,False
Visual Geometry Group — University of Oxford,1,3,False
"Visual Display Division, Samsung Electorics",1,1,False
"Visual Computing Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany",1,4,False
"Virginia Tech, Blacksburg, Virginia, USA",1,5,False
Virtue AI,1,1,False
Virtue AI; University of Illinois Urbana-Champaign,1,1,False
VirtueAI,1,1,False
VirtueAI; UIUC; UChicago,1,1,False
VirtueAI; University of Illinois at Urbana-Champaign,1,1,False
Visa Research,1,4,False
"Visa Research, Palo Alto, CA.",1,11,False
"Vishwakarma Institute of Information Technology, India",1,1,False
"Vision AI Department, Meituan",1,5,False
"Vision Lab, Nanjing University",1,2,True
"Vision Lab, Nanjing University; Kolors Team, Kuaishou Technology",1,1,True
"Vision and AI Lab, IISc Bangalore",1,3,False
"Vision and AI Lab, IISc Bangalore; Samsung R & D Institute India - Bangalore",1,1,False
"Vision, Graphics, and X Group, Great Bay University",1,2,False
Visko Platform,1,1,False
"Visual AI Lab, The University of Hong Kong",1,2,False
"Visual Analysis and Perception Laboratory, Aalborg University",1,1,False
"Visual Computing Erlangen (VCE), Friedrich-Alexander-Universität Erlangen-Nürnberg-Fürth, Germany",1,2,False
WHU; Shanghai Innovation Institude,1,1,True
WHU; Shanghai Innovation Institute,1,1,True
WRI,1,1,False
Warsaw University of Technology; University of British Columbia,1,1,False
Waseda University; HKUST,1,1,False
Washington State University,1,1,False
"Washington University, St. Louis, WA, USA",1,1,False
"WeChat AI, Tencent Inc, China",1,3,True
"WeChat AI, Tencent Inc; Qiuzhen College, Tsinghua University",1,1,True
"WeChat AI, Tencent; Fudan University",1,1,True
"WeChat AI, Tencent; Sun Yat-sen University",1,1,True
"WeChat Vision, Tencent Inc",1,3,True
"WeChat, Tencent Inc",1,3,True
"WeChat, Tencent Inc., Beijing, China",1,3,True
"WeChat, Tencent Inc., Shenzhen, China",1,1,True
"WeRide.ai, Shanghai, China",1,1,True
"Wechat, Tencent Inc.",1,4,True
Weco AI,1,6,False
"Weill Cornell Medical School, New York, NY, United States; Memorial Sloan Kettering Cancer Center, New York, NY, United States",1,1,False
"Weill Cornell Medicine, Cornell University",1,1,False
"Weill Institute for Neurosciences, University of California, San Francisco, US",1,1,False
"Weitzmann Institute of Science, Israel and Google DeepMind, Israel",1,1,False
"Weixin Group, Tencent",1,1,True
"Waseda University, Japan",1,1,False
Warsaw University of Technology; IDEAS NCBR; Tooploox,1,1,False
WUST,1,1,False
Warsaw University of Technology; IDEAS NCBR; IDEAS Research Institute,1,1,False
WUSTL,1,3,False
Wake Forest University,1,1,False
Walled AI,1,1,False
Walled AI Labs,1,1,False
Walled AI Labs; Collaborator from Tensorplex Labs,1,1,False
Walled AI Labs; Independent Researchers,1,7,False
Walled AI Labs; Lead contributors,1,3,False
"Wangxuan Institute of Computer Technology, Peking University; Center for Data Science, AAIS, Peking University",1,1,True
"Wangxuan Institute of Computer Technology, Peking University; Center for Data Science, AAIS, Peking University; National Key Laboratory of General Artificial Intelligence; BIGAI, Beijing, China",1,1,True
"Wangxuan Institute of Computer Technology, Peking University; Center for Data Science, Peking University",1,1,True
"Wangxuan Institute of Computer Technology, Peking University; Center for Data Science, Peking University; Institute for Artificial Intelligence, Peking University; State Key Laboratory of Media Convergence Production Technology and Systems",1,1,True
"Wangxuan Institute of Computer Technology, Peking University; National Key Laboratory for Multimedia Information Processing",1,1,True
"Wangxuan Institute of Computer Technology, Peking University; State Key Laboratory of General Artificial Intelligence",1,2,True
"Wangxuan institute of computer technology, Peking University, Beijing, China.",1,2,True
"Warren E Hyde Middle School, Cupertino, California, USA",1,1,False
"Warsaw University of Technology, Poland",1,2,False
"Warsaw University of Technology, Warsaw, Poland",1,1,False
"Warsaw University of Technology, Warsaw, Poland; Tooplox; IDEAS Research Institute, Warsaw, Poland",1,1,False
Warsaw University of Technology; IDEAS NCBR,1,1,False
"Virginia Tech, Blacksburg, VA, USA",1,4,False
"Virginia Commonwealth University, Richmond, VA, USA",1,2,False
Université de Montréal; Mila - Quebec AI Institute; Institut Courtois,1,1,False
"VCIP, Nankai University, Tianjin, 300350, China",1,1,True
"VCIP, CS, Nankai University, China",1,3,True
"VCIP, CS, Nankai University; ARC Lab, Tencent PCG",1,1,True
"VCIP, CS, Nankai University; Horizon Robotics",1,1,True
"VCIP, CS, Nankai University; Mohamed bin Zayed University of Artificial Intelligence",1,1,True
"VCIP, CS, Nankai University; Nankai International Advanced Research Institute (Shenzhen Futian), Nankai University",1,1,True
"VCIP, CS, Nankai University; Shanghai AI Laboratory",1,1,True
"VCIP, CS, Nankai University; Shanghai Innovation Institute",1,1,True
"VCIP, CS, Nankai University; WeChat Vision, Tencent Inc.",1,1,True
"VCIP, Nankai University",1,4,True
"VCIP, Nankai University, Tianjin, 300350, China; Nankai International Advanced Research Institute (Shenzhen Futian), Shenzhen, China",1,2,True
Virginia Commonwealth University,1,2,False
"VCIP, School of Computer Science, Nankai University; Nankai International Advanced Research Institute (Shenzhen Futian)",1,2,True
"VCIP, School of Computer Science, Nankai University; Tongyi Lab, Alibaba Group",1,1,True
"VGG, Oxford",1,1,False
"VIIT Pune, India",1,1,False
"VILA Lab, Department of Machine Learning, MBZUAI",1,5,False
"VILA Lab, MBZUAI, Abu Dhabi, UAE",1,2,False
"VILA Lab, MBZUAI, Abu Dhabi, UAE; FPT AI Residency, Vietnam",1,1,False
"VILA Lab, Mohamed bin Zayed University of AI",1,3,False
"VILA Lab, Mohamed bin Zayed University of Artificial Intelligence",1,3,False
"VCIP & TMCC & DISSec, College of Computer Science, Nankai University",1,1,True
VAST; Tsinghua University,1,1,True
"VAST, Beijing, China",1,1,True
Utrecht University; Vrije Universiteit Brussel,1,1,False
Université de Montréal; Mila – Quebec AI Institute,1,3,False
Université de Montréal; Mila-Quebec AI Institute,1,1,False
Université de Toulon,1,1,False
Université de Toulouse,1,1,False
"Université d’Orléans, CEDETE, UR 1210, Orléans, 45067, Centre Val de Loire, France",1,1,False
"Université d’Orléans, PRISME UR 4229, Orléans, 45067, Centre Val de Loire, France",1,2,False
Univrses,1,1,False
Univrses; KTH,1,1,False
"Unmanned System Research Institute, Northwestern Polytechnical University, Xi’an, China; School of Automation, Northwestern Polytechnical University, Xi’an, China",1,2,True
"Unmanned Vehicle Dept., CaiNiao Inc., Alibaba Group",1,5,True
"Unmanned Vehicle Dept., CaiNiao Inc., Alibaba Group; Zhejiang University",1,1,True
UoA AIML,1,2,False
UofT,1,1,False
UofT; Ontario Tech,1,1,False
Uppsala University,1,1,False
"Uppsala University, Sweden",1,2,False
Upstage,1,1,False
"Upstage AI, South Korea",1,18,False
Utopai Studios,1,1,False
"VILA Lab, Mohamed bin Zayed University of Artificial Intelligence; Department of Automation, Tsinghua University",1,1,True
"VIS Lab, University of Amsterdam",1,3,False
VISTEC,1,1,False
"Vellore Institute of Technology, India",1,1,False
Vercept,1,1,False
Vercept AI (work done while at Ai2),1,1,False
Verily,1,2,False
Vertebra,1,1,False
Victoria University of Wellington,1,2,False
"Victoria University of Wellington, Wellington, New Zealand",1,1,False
Video Rebirth; Beijing Jiaotong University,1,3,True
Video Rebirth; Zhejiang University,1,1,True
Vidyasirimedhi Institute of Science and Technology,1,1,False
Vienna University of Technology; University of Oxford,1,1,False
"Vietnam Military Medical University, Vietnam",1,1,False
Vijil,1,1,False
"Vilnius Gediminas Technical University, Vilnius, Lithuania",1,1,False
